Id,VIN,Model,MSRP,CreateDate
2265,WP0AD29917S784497,2007 Porsche 911 Turbo Coupe,130140,2016-08-30 16:05:18.553000000
2266,WP0AB29953S685066,2003 Porsche 911 Turbo Coupe,150335,2016-08-30 16:12:54.197000000
2267,WP1AC29P56LA91666,2006 Porsche Cayenne Turbo S,118865,2016-08-30 16:23:44.050000000
2268,WP0AB29934S685083,2004 Porsche 911 Turbo Coupe,158275,2016-08-30 16:24:48.263000000
2269,WP0AA29998S710917,2008 Porsche Carrera 4 Coupe,92215,2016-08-30 17:09:02.583000000
2270,WP1AB2A21CLA43788,2012 Porsche Cayenne S E2 I,77110,2016-08-30 17:23:10.360000000
2271,WP0AB29982S685948,2002 Porsche 911 Turbo Coupe,116625,2016-08-30 17:24:22.520000000
2272,WP1AD2A23DLA72981,2013 Porsche Cayenne GTS,102055,2016-08-30 17:32:59.920000000
2273,WP0AB29902S685426,2002 Porsche 911 Turbo Coupe,119975,2016-08-30 17:38:47.350000000
2274,WP0AB29954S685375,2004 Porsche 911 Turbo Coupe,129285,2016-08-30 17:50:04.083000000
2275,WP1AC29P34LA94563,2004 Porsche Cayenne Turbo,95850,2016-08-30 18:09:26.770000000
2276,WP0AB29913S686831,2003 Porsche 911 Turbo Coupe,118105,2016-08-30 18:32:42.860000000
2277,WP0AB2A84CS780186,2012 Porsche Cayman S,78820,2016-08-30 18:41:21.900000000
2278,WP0AB29941S687680,2001 Porsche 911 Turbo Coupe,120955,2016-08-30 19:38:13.210000000
2279,WP0AB29951S685260,2001 Porsche 911 Turbo Coupe,117575,2016-08-30 19:41:48.140000000
2280,WP0CB29914S676777,2004 Porsche 911 Turbo Cabriolet,138365,2016-08-30 19:43:03.120000000
2281,WP0AB29903S686304,2003 Porsche 911 Turbo Coupe,148935,2016-08-30 19:43:24.730000000
2282,WP0AA29984S622287,2004 Porsche Carrera 4S Coupe,89030,2016-08-30 19:46:18.307000000
2283,WP0AB29912S685760,2002 Porsche 911 Turbo Coupe,115765,2016-08-30 19:50:40.987000000
2284,WP0CB299X5S675838,2005 Porsche 911 Turbo S Cabriolet,159765,2016-08-30 19:54:19.130000000
2285,WP0AB29992S685828,2002 Porsche 911 Turbo Coupe,126520,2016-08-30 19:56:49.330000000
2286,WP0AB29962S686340,2002 Porsche 911 Turbo Coupe,116230,2016-08-30 20:14:24.107000000
2287,WP0AB29913S687154,2003 Porsche 911 Turbo Coupe,117375,2016-08-30 23:11:11
2288,WP0AB29981S687603,2001 Porsche 911 Turbo Coupe,118040,2016-08-30 23:27:41.277000000
2289,WP0AB29912S685340,2002 Porsche 911 Turbo Coupe,121375,2016-08-31 01:26:13.690000000
2290,WP0AA29995S716955,2005 Porsche Carrera Coupe,79120,2016-08-31 04:57:47.357000000
2291,WP0CA29903S650155,2003 Porsche Carrera Cabriolet,87610,2016-08-31 06:08:31.280000000
2292,WP0CB29984S675481,2004 Porsche 911 Turbo Cabriolet,151045,2016-08-31 06:10:14.443000000
2293,WP0AB29921S686818,2001 Porsche 911 Turbo Coupe,167533,2016-08-31 07:14:50.257000000
2294,WP0AB299X3S686973,2003 Porsche 911 Turbo Coupe,147725,2016-08-31 07:51:10.633000000
2295,WP0AB29913S686232,2003 Porsche 911 Turbo Coupe,120430,2016-08-31 09:16:55.843000000
2296,WP0CC2A85GS152682,2016 Porsche Boxster Spyder,85570,2016-08-31 09:19:25.370000000
2297,WP1AF2A52GLB92974,2016 Porsche Macan Turbo,89035,2016-08-31 09:19:57.347000000
2298,WP0AB29819U780163,2009 Porsche Cayman S,77180,2016-08-31 09:20:26.113000000
2299,WP0AE2A9XBS778120,2011 Porsche 911 GT2 RS,257990,2016-08-31 10:13:51.340000000
2300,WP0AB29919S721814,2009 Porsche Carrera S Coupe,99200,2016-08-31 10:32:03.607000000
2301,WP1AE2A20HLA68308,2017 Porsche Cayenne S E-Hybrid Platinum Ed,89915,2016-08-31 11:09:40.067000000
2302,WP1AF2A54FLB91422,2015 Porsche Macan Turbo,85910,2016-08-31 11:48:14.337000000
2303,WP1AD2AP7ALA40042,2010 Porsche 9PA,84400,2016-08-31 12:57:43.883000000
2304,WP1AE2A2XBLA91926,2011 Porsche Cayenne S Hybrid,80765,2016-08-31 13:32:10.057000000
2305,WP1AC2A28DLA90069,2013 Porsche Cayenne Turbo,135010,2016-08-31 14:15:09.257000000
2306,WP0AB29923S687034,2003 Porsche 911 Turbo Coupe,121265,2016-08-31 14:33:10.657000000
2307,WP0AB29953S686055,2003 Porsche 911 Turbo Coupe,139110,2016-08-31 16:17:42.610000000
2308,WP1AB2A56FLB69062,2015 Porsche Macan S,70770,2016-08-31 17:08:48.020000000
2309,WP0AB2A91CS120602,2012 Porsche The new 911 Carrera S,110325,2016-08-31 17:14:20.387000000
2310,WP0AB29962S696107,2002 Porsche 911 GT2,190980,2016-08-31 19:15:03.043000000
2311,WP0AB29952S687382,2002 Porsche 911 Turbo Coupe,118210,2016-08-31 21:24:47.760000000
2312,WP0AB29952S685681,2002 Porsche 911 Turbo Coupe,116820,2016-08-31 21:41:26.700000000
2313,WP0AA29951S621187,2001 Porsche 911 Carrera Targa,88180,2016-08-31 22:00:38.463000000
2314,WP0AA29943S623886,2003 Porsche Carrera 4S Coupe,90240,2016-08-31 22:03:08.880000000
2315,WP0AA299X2S623311,2002 Porsche 911 Carrera Coupe,83940,2016-08-31 22:31:13.637000000
2316,WP0AB29949S720771,2009 Porsche Carrera 4S Coupe,111185,2016-08-31 22:50:10.473000000
2317,WP0AB29993S687015,2003 Porsche 911 Turbo Coupe,120355,2016-09-01 00:27:37.130000000
2318,WP0AB29963S685965,2003 Porsche 911 Turbo Coupe,138100,2016-09-01 00:29:00.347000000
2319,WP0AB29911S687247,2001 Porsche 911 Turbo Coupe,118310,2016-09-01 02:18:51.133000000
2320,WP0AA2A92CS106470,2012 Porsche The new 911 Carrera,92070,2016-09-01 09:30:47.237000000
2321,WP0CB2A89BS745277,2011 Porsche Boxster Spyder,69010,2016-09-01 15:17:57.723000000
2322,WP0AB29973S687062,2003 Porsche 911 Turbo Coupe,125610,2016-09-01 15:24:09.527000000
2323,WP1AC2A22CLA83908,2012 Porsche Cayenne Turbo E2,152715,2016-09-01 20:37:41.320000000
2324,WP1AC2A20BLA83680,2011 Porsche Cayenne Turbo E2,126600,2016-09-01 20:47:24.860000000
2325,WP0AB29903S686240,2003 Porsche 911 Turbo Coupe,175290,2016-09-02 06:34:12.110000000
2326,WP1AB2A24BLA54556,,0,2016-09-02 09:11:47.963000000
2327,WP0AA2A95AS706235,2010 Porsche Carrera Coupe,88055,2016-09-02 12:15:17.887000000
2328,WP1AC2A2XDLA92244,2013 Porsche Cayenne Turbo,118565,2016-09-02 14:58:22.433000000
2329,WP0AA2A97DS106725,2013 Porsche The new 911 Carrera,94995,2016-09-02 15:17:57.473000000
2330,WP0CC2A88GS152675,2016 Porsche Boxster Spyder,106925,2016-09-02 17:28:51.620000000
2331,WP0CC2A87GS152067,2016 Porsche Boxster Spyder,100055,2016-09-02 17:56:36.853000000
2332,WP0CB2A88FS140303,2015 Porsche Boxster GTS,93030,2016-09-02 17:58:46.037000000
2333,WP0AA29817U762214,2007 Porsche Cayman,54175,2016-09-02 21:32:41.503000000
2334,WP0CB2A82BS745251,2011 Porsche Boxster Spyder,70850,2016-09-02 22:06:20.267000000
2335,WP1AD2A28DLA72362,2013 Porsche Cayenne GTS,98990,2016-09-02 22:11:11.250000000
2336,WP1AD2A23DLA79610,2013 Porsche Cayenne GTS,97515,2016-09-02 22:14:24.783000000
2337,WP1AD2A25DLA72206,2013 Porsche Cayenne GTS,96745,2016-09-02 22:15:27.337000000
2338,WP1AD2A20DLA77457,2013 Porsche Cayenne GTS,98185,2016-09-02 22:17:48.083000000
2339,WP1AD2A28ELA73528,2014 Porsche Cayenne GTS,113065,2016-09-02 22:20:41.920000000
2340,WP0AB29923S686868,2003 Porsche 911 Turbo Coupe,117710,2016-09-03 00:11:21.233000000
2341,WP1AC29P54LA94113,2004 Porsche Cayenne Turbo,94030,2016-09-03 01:06:54.873000000
2342,WP0AB29982S686064,2002 Porsche 911 Turbo Coupe,126945,2016-09-03 09:03:57.660000000
2343,WP0AA2A9XES107370,2014 Porsche 911 Carrera,94265,2016-09-03 09:33:12.063000000
2344,WP0AA2A90DS107585,2013 Porsche The new 911 Carrera,98545,2016-09-03 10:27:41.470000000
2345,WP1AC29P53LA90030,2003 Porsche Cayenne Turbo,96090,2016-09-03 12:29:47.630000000
2346,WP0CB29917S776429,2007 Porsche Carrera S Cabriolet,101260,2016-09-03 19:35:09.327000000
2347,WP0AA29959S706901,2009 Porsche Carrera Coupe,93600,2016-09-03 19:52:08.257000000
2348,WP1AD29P29LA60862,2009 Porsche Cayenne GTS Tiptronic,88955,2016-09-03 20:00:44.257000000
2349,WP0AB2A93CS720456,2012 Porsche 911 Carrera GTS,127710,2016-09-03 20:11:53.427000000
2350,WP1AD29P78LA72259,2008 Porsche Cayenne GTS Tiptronic,78205,2016-09-03 23:01:15.610000000
2351,WP0AB29903S685735,2003 Porsche 911 Turbo Coupe,140995,2016-09-03 23:22:32.110000000
2352,WP0AB29972S686802,2002 Porsche 911 Turbo Coupe,138320,2016-09-03 23:25:12.883000000
2353,WP0AA2A88EK171804,2014 Porsche Cayman,67880,2016-09-03 23:51:47.400000000
2354,WP0AB29949S721273,2009 Porsche Carrera 4S Coupe,99440,2016-09-04 08:43:33.593000000
2355,WP0CB29994S676199,2004 Porsche 911 Turbo Cabriolet,164460,2016-09-04 08:51:44.493000000
2356,WP0AB29922S686478,2002 Porsche 911 Turbo Coupe,145350,2016-09-04 09:57:00.300000000
2357,WP0AB2A86AU780188,2010 Porsche Cayman S,70875,2016-09-04 12:55:05.250000000
2358,WP1AB2A23DLA84148,2013 Porsche Cayenne S,79335,2016-09-04 13:18:51.083000000
2359,WP1AB2A20DLA84544,2013 Porsche Cayenne S,87140,2016-09-04 13:21:46.170000000
2360,WP1AB2A26DLA83785,2013 Porsche Cayenne S,82515,2016-09-04 13:26:31.707000000
2361,WP0AA2A73DL011961,2013 Porsche Panamera,87110,2016-09-04 14:00:28.927000000
2362,WP0AA29955S715477,2005 Porsche Carrera Coupe,77655,2016-09-04 16:15:07.363000000
2363,WP1AD2A27DLA79237,2013 Porsche Cayenne GTS,98655,2016-09-04 19:42:11.140000000
2364,WP1AD2A23DLA74830,2013 Porsche Cayenne GTS,99345,2016-09-04 19:45:07.810000000
2365,WP1AB29P44LA65625,2004 Porsche Cayenne S,62500,2016-09-04 21:18:18.650000000
2366,WP1AD2A28DLA77609,2013 Porsche Cayenne GTS,106835,2016-09-04 22:05:06.553000000
2367,WP0AB2A99AS720149,2010 Porsche Carrera S Coupe,118290,2016-09-05 10:15:45.340000000
2368,WP1AB29P55LA66493,2005 Porsche Cayenne S,64665,2016-09-05 14:07:03.417000000
2369,WP1AB2A52GLB47464,2016 Porsche Macan S,68500,2016-09-05 15:02:52.440000000
2370,WP1AB2A54FLB58755,2015 Porsche Macan S,65435,2016-09-05 15:10:14.383000000
2371,WP1AB2A50FLB60194,2015 Porsche Macan S,60150,2016-09-05 15:17:36.237000000
2372,WP1AB2A53FLB53112,2015 Porsche Macan S,58300,2016-09-05 15:18:54.697000000
2373,WP1AA2A22BLA07013,2011 Porsche Cayenne Tip E2 I,61495,2016-09-05 19:07:31.833000000
2374,WP0AC2A96AS783335,2010 Porsche 911 GT3,119500,2016-09-06 06:04:35.313000000
2375,WP0AB2A90BS720252,2011 Porsche Carrera S Coupe,103050,2016-09-06 10:11:32.230000000
2376,WP1AD2A2XDLA71102,2013 Porsche Cayenne GTS,94345,2016-09-06 13:07:16.473000000
2377,WP1AC29P64LA90250,2004 Porsche Cayenne Turbo,92475,2016-09-06 15:00:22.277000000
2378,WP0AA2A99ES107179,2014 Porsche 911 Carrera 4,106090,2016-09-06 21:01:47.917000000
2379,WP1AC2A22GLA89343,2016 Porsche Cayenne Turbo,131665,2016-09-06 22:34:08.443000000
2380,WP0AD29997S785588,2007 Porsche 911 Turbo Coupe,136395,2016-09-07 00:17:36.147000000
2381,WP0CD29968S788586,2008 Porsche 911 Turbo Cabriolet,148705,2016-09-07 00:58:19.143000000
2382,WP0AB29959S722500,2009 Porsche Carrera S Coupe,96360,2016-09-07 09:11:24.900000000
2383,WP0AB29939S720681,2009 Porsche Carrera S Coupe,106480,2016-09-07 09:16:52.920000000
2384,WP0AB29993S686110,2003 Porsche 911 Turbo Coupe,122835,2016-09-07 19:53:53.630000000
2385,WP0AB29972S686881,2002 Porsche 911 Turbo Coupe,148280,2016-09-08 08:28:58.813000000
2386,WP0AD29917S785276,2007 Porsche 911 Turbo Coupe,134808,2016-09-08 09:22:58.707000000
2387,WP0AB29933S685602,2003 Porsche 911 Turbo Coupe,143410,2016-09-08 09:25:05.540000000
2388,WP0AB29941S686433,2001 Porsche 911 Turbo Coupe,119250,2016-09-08 09:54:58.700000000
2389,WP0AD29987S786084,2007 Porsche 911 Turbo Coupe,135330,2016-09-08 11:12:21.733000000
2390,WP0CB29964S675706,2004 Porsche 911 Turbo Cabriolet,150810,2016-09-08 11:13:41.130000000
2391,WP0AB299X1S686369,2001 Porsche 911 Turbo Coupe,168540,2016-09-08 11:15:31.830000000
2392,WP0AA29992S623140,2002 Porsche Carrera 4S Coupe,123660,2016-09-08 11:19:41.503000000
2393,WP1AC29P25LA90277,2005 Porsche Cayenne Turbo,135225,2016-09-08 11:22:25.140000000
2394,WP0CB299X6S768098,2006 Porsche Carrera C4S Cabriolet,160221,2016-09-08 11:29:01.253000000
2395,WP0AB29932S685744,2002 Porsche 911 Turbo Coupe,121400,2016-09-08 11:53:05.640000000
2396,WP0AB29982S686047,2002 Porsche 911 Turbo Coupe,124135,2016-09-08 11:54:12.483000000
2397,WP0AB299X3S686259,2003 Porsche 911 Turbo Coupe,123395,2016-09-08 11:54:52.767000000
2398,WP0AD2A92HS166232,2017 Porsche 911 Turbo S,193335,2016-09-08 13:44:17.387000000
2399,WP0CB29904S676320,2004 Porsche 911 Turbo Cabriolet,130865,2016-09-08 13:56:11.690000000
2400,WP0CA29942S655177,2002 Porsche 911 Carrera 4 Cabriolet,90580,2016-09-08 16:41:52.370000000
2401,WP0CA29942S655177,2002 Porsche 911 Carrera 4 Cabriolet,90580,2016-09-08 16:41:52.370000000
2402,WP0AB29952S686829,2002 Porsche 911 Turbo Coupe,159380,2016-09-08 16:45:57.750000000
2403,WP0AB29993S686737,2003 Porsche 911 Turbo Coupe,117300,2016-09-08 17:02:51.820000000
2404,WP0AB29982S686842,2002 Porsche 911 Turbo Coupe,159680,2016-09-08 18:35:03.667000000
2405,WP0AB29952S687348,2002 Porsche 911 Turbo Coupe,172205,2016-09-08 21:26:48.470000000
2406,WP0AB299X3S686519,2003 Porsche 911 Turbo Coupe,123790,2016-09-09 00:36:31.267000000
2407,WP0CB29964S675821,2004 Porsche 911 Turbo Cabriolet,130065,2016-09-09 09:21:12.270000000
2408,WP1AC2A26BLA82503,2011 Porsche Cayenne Turbo E2,106700,2016-09-09 10:06:54.547000000
2409,WP1AC2A2XBLA87672,2011 Porsche Cayenne Turbo E2,122300,2016-09-09 11:52:41.990000000
2410,WP0AB29991S687464,2001 Porsche 911 Turbo Coupe,120245,2016-09-09 13:15:38.917000000
2411,WP0AB29992S686820,2002 Porsche 911 Turbo Coupe,121185,2016-09-09 14:07:52.757000000
2412,WP0AB29984S685094,2004 Porsche 911 Turbo Coupe,149175,2016-09-09 14:29:08.493000000
2413,WP1AB2A51GLB56429,2016 Porsche Macan S,65135,2016-09-09 15:07:15.700000000
2414,WP1AB2A52GLB43740,2016 Porsche Macan S,63805,2016-09-09 15:11:46.250000000
2415,WP0AB29941S686674,2001 Porsche 911 Turbo Coupe,115810,2016-09-09 16:01:26.690000000
2416,WP0AA2A80GK171234,2016 Porsche Cayman,56695,2016-09-09 17:15:15.320000000
2417,WP0AB29983S687118,2003 Porsche 911 Turbo Coupe,123155,2016-09-09 18:47:39.277000000
2418,WP1AD2A24DLA74643,2013 Porsche Cayenne GTS,112850,2016-09-09 21:45:16.723000000
2419,WP0AB29937S732830,2007 Porsche Carrera S Coupe,90510,2016-09-09 22:13:59.303000000
2420,WP0AB29983S686499,2003 Porsche 911 Turbo Coupe,123460,2016-09-09 23:03:56.267000000
2421,WP0CB2A82DS133148,2013 Porsche Boxster S,66720,2016-09-10 03:58:45.493000000
2422,WP0CA29988S765609,2008 Porsche Carrera 4 Cabriolet,97610,2016-09-10 06:05:35.787000000
2423,WP0AB29997S730306,2007 Porsche Carrera S Coupe,99815,2016-09-10 07:46:02.120000000
2424,WP0AB2A94CS120898,2012 Porsche The new 911 Carrera S,112765,2016-09-10 09:25:38.187000000
2425,WP0AA299X5S715832,2005 Porsche Carrera Coupe,76740,2016-09-10 10:21:38.663000000
2426,WP1AC29P98LA96386,2008 Porsche Cayenne Turbo,121050,2016-09-10 11:02:23.083000000
2427,WP0AB299X2S687118,2002 Porsche 911 Turbo Coupe,140140,2016-09-10 11:05:38.310000000
2428,WP0AB29932S687011,2002 Porsche 911 Turbo Coupe,127410,2016-09-10 11:21:54.343000000
2429,WP0AB29977S730921,2007 Porsche Carrera 4S Coupe,94605,2016-09-10 12:09:15.650000000
2430,WP0CA29909S740723,2009 Porsche Carrera Cabriolet,92375,2016-09-10 12:33:39.553000000
2431,WP0CB29803U661732,2003 Porsche Boxster S,60415,2016-09-10 13:05:09.613000000
2432,WP1AB2A52GLB54706,2016 Porsche Macan S,70220,2016-09-10 13:26:58.843000000
2433,WP0AA29859U760565,2009 Porsche Cayman,58355,2016-09-10 20:07:26.803000000
2434,WP1AD2A26DLA72344,2013 Porsche Cayenne GTS,99025,2016-09-10 20:17:19.003000000
2435,WP1AD2A24DLA77560,2013 Porsche Cayenne GTS,91105,2016-09-10 20:19:48.770000000
2436,WP1AD2A28DLA74807,2013 Porsche Cayenne GTS,107465,2016-09-10 20:39:05.557000000
2437,WP1AD2A22DLA79243,2013 Porsche Cayenne GTS,103280,2016-09-10 20:42:41.427000000
2438,WP1AD2A2XELA74082,2014 Porsche Cayenne GTS,111195,2016-09-10 20:44:03.080000000
2439,WP0AB29993S686446,2003 Porsche 911 Turbo Coupe,123800,2016-09-10 21:32:21.020000000
2440,WP0AD2A98AS766162,2010 Porsche 911 Turbo Coupe,147085,2016-09-10 22:20:56.180000000
2441,WP1AC2A29CLA81864,2012 Porsche Cayenne Turbo,114425,2016-09-11 06:29:53.090000000
2442,WP0AB29939S721376,2009 Porsche Carrera S Coupe,98440,2016-09-11 09:14:03.320000000
2443,WP0AA299X8S710800,2008 Porsche Carrera Coupe,76870,2016-09-11 12:15:42.573000000
2444,WP0AB29993S686236,2003 Porsche 911 Turbo Coupe,176140,2016-09-11 12:21:33.660000000
2445,WP0CB29925S675624,2005 Porsche 911 Turbo S Cabriolet,145595,2016-09-11 13:01:06.583000000
2446,WP1AA2A22ELA91922,2014 Porsche Cayenne Platinum Ed.,75570,2016-09-11 14:18:05.953000000
2447,WP1AA2A25DLA04965,2013 Porsche Cayenne Tip E2 I,63050,2016-09-11 14:19:11.823000000
2448,WP1AB2A26FLA57173,2015 Porsche Cayenne S,79475,2016-09-11 14:21:56.603000000
2449,WP0AB2A7XAL062169,2010 Porsche Panamera S,102455,2016-09-11 14:32:34.137000000
2450,WP0AA29968S710907,2008 Porsche Carrera Coupe,88290,2016-09-11 14:47:46.290000000
2451,WP0CA29997S765830,2007 Porsche Carrera Cabriolet,90625,2016-09-11 15:01:06.330000000
2452,WP0AA29907S711551,2007 Porsche Carrera Coupe,88035,2016-09-11 15:04:05.900000000
2453,WP0CB29918S776528,2008 Porsche Carrera S Cabriolet,111370,2016-09-11 15:16:54.640000000
2454,WP0CD29988S789027,2008 Porsche 911 Turbo Cabriolet,145315,2016-09-11 16:34:40.500000000
2455,WP0AB29986S740436,2006 Porsche Carrera S Coupe,100990,2016-09-11 16:38:26.323000000
2456,WP0AA29904S621313,2004 Porsche 40 Year 911,96765,2016-09-11 16:52:20.467000000
2457,WP1AD2A27DLA76256,2013 Porsche Cayenne GTS,95975,2016-09-11 20:46:02.113000000
2458,WP0CA29959S740474,2009 Porsche Carrera Cabriolet,101525,2016-09-11 21:55:46.983000000
2459,WP0AB29929S721854,2009 Porsche Carrera 4S Coupe,102335,2016-09-11 22:10:36.103000000
2460,WP0AA2A9XDS106976,2013 Porsche 911 Carrera,90065,2016-09-12 02:31:33.633000000
2461,WP1AC2A24BLA84475,2011 Porsche Cayenne Turbo E2,119205,2016-09-12 07:21:30.267000000
2462,WP0AB29982S696240,2002 Porsche 911 GT2,183585,2016-09-12 08:16:45.707000000
2463,WP1AB2A21CLA49851,2012 Porsche Cayenne S E2 I,76815,2016-09-12 08:40:19.913000000
2464,WP1AC2A20BLA86949,2011 Porsche Cayenne Turbo E2,115590,2016-09-12 08:42:28.813000000
2465,WP1AC2A20DLA92821,2013 Porsche Cayenne Turbo,130875,2016-09-12 08:46:55.507000000
2466,WP1AC2A2XCLA84353,2012 Porsche Cayenne Turbo E2,119580,2016-09-12 09:14:33.030000000
2467,WP0CB2A82CS745137,2012 Porsche Boxster Spyder,71435,2016-09-12 09:17:19.630000000
2468,WP0AA2A85FK160924,2015 Porsche Cayman,67175,2016-09-12 13:28:31.873000000
2469,WP0AA2A87GK171781,2016 Porsche Cayman,65920,2016-09-12 14:11:45.513000000
2470,WP0AD29927S783634,2007 Porsche 911 Turbo Coupe,132225,2016-09-12 14:36:24.427000000
2471,WP0AB29921S686317,2001 Porsche 911 Turbo Coupe,118335,2016-09-12 18:37:48.397000000
2472,WP0AA29959S706753,2009 Porsche Carrera Coupe,87705,2016-09-12 19:35:37.557000000
2473,WP0AB29992S685084,2002 Porsche 911 Turbo Coupe,121030,2016-09-12 19:38:05.830000000
2474,WP0AB2A90BS721241,2011 Porsche Carrera S Coupe,103725,2016-09-12 20:57:09.867000000
2475,WP1AD29P19LA62263,2009 Porsche Cayenne GTS Tiptronic,89490,2016-09-13 07:31:36.580000000
2476,WP1AD2AP4ALA62130,2010 Porsche Cayenne GTS Tiptronic,91490,2016-09-13 07:34:02.543000000
2477,WP1AC2A20BLA87079,2011 Porsche Cayenne Turbo E2,117875,2016-09-13 07:46:18.920000000
2478,WP1AC2A20BLA86904,2011 Porsche Cayenne Turbo E2,120735,2016-09-13 07:53:30.583000000
2479,WP1AD2AP1ALA61629,2010 Porsche Cayenne GTS Tiptronic,111175,2016-09-13 07:56:14.007000000
2480,WP1AC2A25BLA85991,2011 Porsche Cayenne Turbo E2,124015,2016-09-13 08:50:39.463000000
2481,WP0AA2A92DS107801,2013 Porsche 911 Carrera,101500,2016-09-13 10:58:50.120000000
2482,WP0AB2A95DS121964,2013 Porsche 911 Carrera S,121110,2016-09-13 13:31:01.760000000
2483,WP0AB2A8XEK192800,2014 Porsche Cayman S,76005,2016-09-13 13:53:00.250000000
2484,WP1AC2A26DLA90801,2013 Porsche Cayenne Turbo,122530,2016-09-13 14:13:37.183000000
2485,WP0AA2A87GK171425,2016 Porsche Cayman,68665,2016-09-13 14:28:24.587000000
2486,WP0AA2A80GK170228,2016 Porsche Cayman,69260,2016-09-13 14:29:09.790000000
2487,WP0AA2A91DS108003,2013 Porsche 911 Carrera,104105,2016-09-13 14:47:51.427000000
2488,WP0AB2A80CS793355,2012 Porsche Cayman R,84770,2016-09-13 14:53:02.290000000
2489,WP0AA2A89GK170616,2016 Porsche Cayman,67515,2016-09-13 16:03:21.950000000
2490,WP1AC29P74LA92301,2004 Porsche Cayenne Turbo,95670,2016-09-13 18:21:18.253000000
2491,WP0CC2A84GS152155,2016 Porsche Boxster Spyder,96480,2016-09-13 20:19:51.430000000
2492,WP0CC2A88GS152837,2016 Porsche Boxster Spyder,98545,2016-09-13 20:32:56.710000000
2493,WP0CC2A81GS152808,2016 Porsche Boxster Spyder,93860,2016-09-13 20:39:23.820000000
2494,WP0AA2A94ES106540,2014 Porsche 911 Carrera,100505,2016-09-13 22:41:31.850000000
2495,WP0AA2A97DS107096,2013 Porsche The new 911 Carrera,98285,2016-09-13 22:45:59.040000000
2496,WP0AB2A91ES121414,2014 Porsche 911 Carrera S,118290,2016-09-13 22:52:17.460000000
2497,WP0AA2A94ES107820,2014 Porsche 911 Carrera,103345,2016-09-13 22:59:18.833000000
2498,WP0AA2A91DS106428,2013 Porsche 911 Carrera,91675,2016-09-13 23:06:05.690000000
2499,WP0AA2A97DS107311,2013 Porsche 911 Carrera 4,110045,2016-09-13 23:28:33.210000000
2500,WP0AD29987S783489,2007 Porsche 911 Turbo Coupe,133385,2016-09-13 23:30:42.913000000
2501,WP0AA2A92DS106292,2013 Porsche 911 Carrera,98670,2016-09-13 23:48:06.480000000
2502,WP0AA2A91ES107760,2014 Porsche 911 Carrera,110855,2016-09-13 23:50:11.363000000
2503,WP1AD2A22ELA75419,2014 Porsche Cayenne GTS,103785,2016-09-14 03:44:53.537000000
2504,WP1AD2A26ELA78257,2014 Porsche Cayenne GTS,101145,2016-09-14 03:46:45.207000000
2505,WP1AC2A26BLA86017,2011 Porsche Cayenne Turbo E2,135085,2016-09-14 07:45:30.480000000
2506,WP0CB29914S676973,2004 Porsche 911 Turbo Cabriolet,131245,2016-09-14 08:25:42.647000000
2507,WP0AB2A93CS720232,2012 Porsche 911 Carrera GTS,117840,2016-09-14 08:49:26.503000000
2508,WP0AB29983S686146,2003 Porsche 911 Turbo Coupe,123385,2016-09-14 08:50:29.870000000
2509,WP0BB29957S755076,2007 Porsche Targa 4S,108195,2016-09-14 09:08:46.350000000
2510,WP0CB2A81CS745162,2012 Porsche Boxster Spyder,73735,2016-09-14 09:15:27.120000000
2511,WP0AB29951S688028,2001 Porsche 911 Turbo Coupe,122490,2016-09-14 09:19:03.677000000
2512,WP1AA2A21GKA08859,2016 Porsche Cayenne,70305,2016-09-14 09:28:32.827000000
2513,WP0AD29908S783388,2008 Porsche 911 Turbo Coupe,135685,2016-09-14 09:55:46.403000000
2514,WP0AB29943S685768,2003 Porsche 911 Turbo Coupe,117795,2016-09-14 10:09:51.610000000
2515,WP1AA2A23GLA04810,2016 Porsche Cayenne,68885,2016-09-14 10:43:08.203000000
